Date,Open,High,Low,Close,Adj Close,Volume
2020-06-09,2.600000,2.750000,2.570000,2.670000,2.670000,228200
2020-06-10,2.670000,2.900000,2.660000,2.750000,2.750000,511900
2020-06-11,2.610000,2.720000,2.410000,2.450000,2.450000,415400
2020-06-12,2.500000,2.630000,2.400000,2.450000,2.450000,173000
2020-06-15,2.400000,2.460000,2.350000,2.420000,2.420000,248800
2020-06-16,2.460000,2.530000,2.400000,2.440000,2.440000,139200
2020-06-17,2.480000,2.480000,2.330000,2.330000,2.330000,164900
2020-06-18,2.320000,2.390000,2.200000,2.240000,2.240000,235300
2020-06-19,2.300000,2.390000,2.270000,2.360000,2.360000,192600
2020-06-22,2.310000,2.330000,2.220000,2.260000,2.260000,166600
2020-06-23,2.280000,2.310000,2.110000,2.170000,2.170000,350100
2020-06-24,2.140000,2.250000,2.040000,2.210000,2.210000,258000
2020-06-25,2.250000,2.420000,2.190000,2.420000,2.420000,501400
2020-06-26,2.420000,2.430000,2.270000,2.300000,2.300000,1971900
2020-06-29,2.320000,2.400000,2.300000,2.360000,2.360000,135800
2020-06-30,2.310000,2.390000,2.220000,2.230000,2.230000,116700
2020-07-01,2.240000,2.290000,2.190000,2.240000,2.240000,159200
2020-07-02,2.280000,2.320000,2.140000,2.210000,2.210000,210400
2020-07-06,2.200000,2.270000,2.170000,2.260000,2.260000,156100
2020-07-07,2.280000,2.280000,2.120000,2.120000,2.120000,175200
2020-07-08,2.200000,2.230000,2.080000,2.150000,2.150000,199700
2020-07-09,2.150000,2.150000,2.060000,2.090000,2.090000,145400
2020-07-10,2.090000,2.140000,2.060000,2.100000,2.100000,114900
2020-07-13,2.120000,2.120000,2.010000,2.020000,2.020000,118400
2020-07-14,2.020000,2.080000,2.000000,2.060000,2.060000,138100
2020-07-15,2.070000,2.100000,2.040000,2.080000,2.080000,134500
2020-07-16,2.040000,2.120000,2.040000,2.110000,2.110000,76800
2020-07-17,2.080000,2.270000,2.080000,2.180000,2.180000,215000
2020-07-20,2.260000,2.280000,2.210000,2.240000,2.240000,117200
2020-07-21,2.230000,2.260000,2.160000,2.200000,2.200000,107200
2020-07-22,2.200000,2.200000,2.140000,2.160000,2.160000,52400
2020-07-23,2.140000,2.200000,2.090000,2.140000,2.140000,80800
2020-07-24,2.110000,2.160000,2.090000,2.100000,2.100000,74900
2020-07-27,2.130000,2.650000,2.130000,2.620000,2.620000,1645700
2020-07-28,9.630000,11.800000,7.620000,7.940000,7.940000,284666800
2020-07-29,18.430000,60.000000,17.500000,33.200001,33.200001,276020100
2020-07-30,43.580002,44.439999,27.500000,29.830000,29.830000,98747500
2020-07-31,25.020000,25.700001,20.270000,21.850000,21.850000,57323800
2020-08-03,21.129999,21.160000,14.740000,14.940000,14.940000,47189200
2020-08-04,15.080000,17.879999,12.860000,14.400000,14.400000,65895200
2020-08-05,15.510000,16.000000,13.720000,14.900000,14.900000,25496800
2020-08-06,15.110000,17.500000,14.800000,16.110001,16.110001,39493100
2020-08-07,15.790000,16.750000,14.570000,14.880000,14.880000,16139300
2020-08-10,8.900000,11.600000,8.500000,10.730000,10.730000,47435800
2020-08-11,11.260000,11.350000,9.950000,10.010000,10.010000,19420200
2020-08-12,10.400000,10.470000,9.540000,9.720000,9.720000,9499800
2020-08-13,9.500000,9.670000,9.010000,9.200000,9.200000,8791200
2020-08-14,9.070000,9.180000,8.220000,8.430000,8.430000,10571500
2020-08-17,8.340000,8.370000,7.550000,7.640000,7.640000,9350300
2020-08-18,7.340000,13.690000,6.680000,8.010000,8.010000,72777500
2020-08-19,8.200000,9.090000,7.730000,7.790000,7.790000,32261500
2020-08-20,7.780000,8.000000,7.090000,7.180000,7.180000,13743900
2020-08-21,7.000000,8.020000,6.520000,6.880000,6.880000,26249300
2020-08-24,6.830000,7.500000,6.700000,7.000000,7.000000,13844200
2020-08-25,6.980000,7.440000,6.570000,6.760000,6.760000,13970300
2020-08-26,6.750000,6.750000,6.090000,6.310000,6.310000,11812300
2020-08-27,6.170000,6.240000,5.720000,5.880000,5.880000,11650300
2020-08-28,5.860000,6.400000,5.660000,6.020000,6.020000,13991000
2020-08-31,5.900000,6.370000,5.850000,5.980000,5.980000,19151200
2020-09-01,9.480000,9.870000,7.210000,7.300000,7.300000,106239600
2020-09-02,7.320000,7.500000,6.770000,7.160000,7.160000,19328700
2020-09-03,7.000000,7.080000,6.410000,6.460000,6.460000,13400800
2020-09-04,6.400000,6.500000,5.950000,6.100000,6.100000,8801300
2020-09-08,5.900000,5.930000,5.510000,5.530000,5.530000,9758100
2020-09-09,5.640000,6.530000,5.550000,5.820000,5.820000,15551800
2020-09-10,5.820000,6.250000,5.730000,5.930000,5.930000,12752500
2020-09-11,6.260000,6.600000,6.020000,6.400000,6.400000,20467800
2020-09-14,6.230000,6.730000,6.110000,6.500000,6.500000,8882400
2020-09-15,6.480000,6.530000,5.940000,6.230000,6.230000,11014900
2020-09-16,9.440000,11.440000,8.140000,8.510000,8.510000,187625500
2020-09-17,8.480000,11.040000,8.010000,10.700000,10.700000,101916100
2020-09-18,11.690000,12.510000,10.830000,12.110000,12.110000,150084000
2020-09-21,10.150000,10.990000,9.260000,10.490000,10.490000,43448600
2020-09-22,10.010000,10.790000,9.660000,10.040000,10.040000,21649400
2020-09-23,9.760000,9.890000,8.690000,8.930000,8.930000,17583700
2020-09-24,8.340000,9.690000,7.820000,8.770000,8.770000,17876200
2020-09-25,9.010000,9.490000,8.950000,9.320000,9.320000,9916000
2020-09-28,9.360000,9.610000,8.950000,9.310000,9.310000,7260600
2020-09-29,9.120000,9.290000,8.860000,9.000000,9.000000,5114200
2020-09-30,8.850000,9.490000,8.710000,8.820000,8.820000,8557700
2020-10-01,8.880000,9.130000,8.670000,8.820000,8.820000,6346700
2020-10-02,8.430000,9.050000,8.320000,8.760000,8.760000,7798700
2020-10-05,8.760000,9.360000,8.580000,9.030000,9.030000,10434500
2020-10-06,8.970000,9.320000,8.710000,8.750000,8.750000,8445800
2020-10-07,8.910000,9.060000,8.740000,8.980000,8.980000,6048400
2020-10-08,9.000000,9.090000,8.740000,8.860000,8.860000,4609900
2020-10-09,8.870000,10.770000,8.850000,10.010000,10.010000,39465100
2020-10-12,10.030000,10.490000,9.360000,9.580000,9.580000,11475200
2020-10-13,9.360000,10.130000,9.360000,9.690000,9.690000,8605900
2020-10-14,9.650000,9.740000,9.400000,9.570000,9.570000,5401800
2020-10-15,9.400000,9.640000,9.180000,9.330000,9.330000,4983800
2020-10-16,9.410000,9.900000,8.930000,8.970000,8.970000,10662000
2020-10-19,9.050000,9.620000,8.680000,8.880000,8.880000,15584600
2020-10-20,9.050000,9.370000,8.860000,8.910000,8.910000,5953600
2020-10-21,8.940000,8.990000,8.660000,8.700000,8.700000,5436800
2020-10-22,8.690000,8.760000,8.180000,8.480000,8.480000,6888400
2020-10-23,8.540000,8.660000,8.310000,8.470000,8.470000,4162400
2020-10-26,8.360000,8.380000,7.600000,7.880000,7.880000,7338100
2020-10-27,7.870000,7.980000,7.640000,7.680000,7.680000,2936800
2020-10-28,7.350000,7.520000,7.080000,7.210000,7.210000,6680000
2020-10-29,7.240000,7.530000,7.120000,7.410000,7.410000,5628100
2020-10-30,7.280000,7.300000,6.730000,6.920000,6.920000,6399100
2020-11-02,6.990000,7.130000,6.820000,6.960000,6.960000,3997800
2020-11-03,7.040000,7.340000,6.950000,7.140000,7.140000,5098200
2020-11-04,7.460000,7.520000,6.920000,7.160000,7.160000,7781900
2020-11-05,7.130000,7.340000,7.060000,7.300000,7.300000,3948900
2020-11-06,7.140000,7.150000,6.670000,6.720000,6.720000,8246500
2020-11-09,6.770000,6.920000,6.460000,6.680000,6.680000,7899300
2020-11-10,6.720000,6.890000,6.530000,6.680000,6.680000,5903100
2020-11-11,6.530000,6.760000,6.360000,6.630000,6.630000,4950700
2020-11-12,6.480000,7.080000,6.460000,6.730000,6.730000,6455700
2020-11-13,6.800000,7.150000,6.710000,6.710000,6.710000,6302300
2020-11-16,6.720000,6.960000,6.620000,6.880000,6.880000,4412200
2020-11-17,6.790000,7.660000,6.790000,7.230000,7.230000,9336900
2020-11-18,7.360000,7.550000,7.080000,7.100000,7.100000,4423000
2020-11-19,7.080000,7.570000,7.050000,7.490000,7.490000,4344500
2020-11-20,7.400000,7.430000,7.160000,7.210000,7.210000,3840400
2020-11-23,7.290000,7.330000,6.950000,7.230000,7.230000,5552500
2020-11-24,7.200000,7.220000,6.830000,6.970000,6.970000,4640700
2020-11-25,6.900000,8.300000,6.840000,7.960000,7.960000,26067100
2020-11-27,8.150000,8.160000,7.350000,7.460000,7.460000,6080900
2020-11-30,7.500000,7.930000,7.330000,7.630000,7.630000,7203700
2020-12-01,7.650000,7.700000,7.120000,7.220000,7.220000,5108500
2020-12-02,7.150000,7.800000,6.910000,7.250000,7.250000,5438900
2020-12-03,7.300000,7.420000,7.130000,7.230000,7.230000,2846700
2020-12-04,7.290000,7.650000,7.230000,7.530000,7.530000,3978300
2020-12-07,12.570000,14.180000,11.120000,12.040000,12.040000,134886000
2020-12-08,13.130000,13.250000,10.950000,11.150000,11.150000,28934800
2020-12-09,10.700000,10.730000,9.490000,9.660000,9.660000,18264400
2020-12-10,10.000000,10.500000,9.770000,10.000000,10.000000,9824300
2020-12-11,9.900000,10.120000,9.380000,10.100000,10.100000,6551500
2020-12-14,9.840000,10.170000,9.610000,9.690000,9.690000,3932000
2020-12-15,9.700000,9.750000,9.230000,9.550000,9.550000,4245000
2020-12-16,9.450000,9.550000,9.120000,9.340000,9.340000,4049900
2020-12-17,9.210000,10.300000,9.190000,9.780000,9.780000,8456600
2020-12-18,9.760000,9.990000,9.460000,9.590000,9.590000,4096000
2020-12-21,9.280000,9.820000,9.260000,9.430000,9.430000,3678400
2020-12-22,9.430000,9.620000,9.300000,9.520000,9.520000,3432900
2020-12-23,9.470000,9.500000,9.230000,9.360000,9.360000,2968200
2020-12-24,9.370000,9.380000,8.660000,8.720000,8.720000,4192000
2020-12-28,8.800000,8.830000,8.150000,8.370000,8.370000,6775700
2020-12-29,8.300000,8.670000,8.040000,8.270000,8.270000,6260100
2020-12-30,8.200000,8.720000,8.170000,8.620000,8.620000,4085700
2020-12-31,8.620000,8.630000,8.110000,8.140000,8.140000,3959400
2021-01-04,8.190000,8.370000,7.850000,8.170000,8.170000,3977400
2021-01-05,8.110000,8.350000,8.060000,8.260000,8.260000,2679300
2021-01-06,8.240000,8.600000,8.130000,8.160000,8.160000,4142700
2021-01-07,8.240000,8.850000,8.200000,8.590000,8.590000,5395900
2021-01-08,8.610000,8.670000,8.150000,8.400000,8.400000,6920200
2021-01-11,8.190000,8.280000,8.020000,8.120000,8.120000,4926300
2021-01-12,8.100000,8.170000,7.880000,8.050000,8.050000,4073200
2021-01-13,7.990000,8.000000,7.820000,7.990000,7.990000,3644100
2021-01-14,7.940000,8.910000,7.850000,8.330000,8.330000,8530500
2021-01-15,8.330000,8.370000,8.020000,8.140000,8.140000,3071700
2021-01-19,8.140000,9.350000,8.100000,8.840000,8.840000,11016600
2021-01-20,9.000000,9.210000,8.470000,9.030000,9.030000,7941500
2021-01-21,9.250000,9.600000,8.830000,9.190000,9.190000,7156600
2021-01-22,8.960000,9.770000,8.910000,9.460000,9.460000,9546900
2021-01-25,9.860000,10.320000,9.030000,9.550000,9.550000,10821200
2021-01-26,9.570000,9.790000,9.230000,9.430000,9.430000,7540000
2021-01-27,12.720000,13.990000,10.710000,12.080000,12.080000,47906400
2021-01-28,11.500000,11.640000,9.450000,9.870000,9.870000,16196700
2021-01-29,10.200000,10.550000,9.490000,9.590000,9.590000,7684600
2021-02-01,9.900000,10.200000,9.320000,10.020000,10.020000,6601500
2021-02-02,9.710000,9.970000,9.280000,9.440000,9.440000,5636100
2021-02-03,9.440000,13.800000,9.350000,10.980000,10.980000,43527400
2021-02-04,10.370000,11.440000,10.170000,10.740000,10.740000,12170400
2021-02-05,10.750000,11.280000,10.470000,10.720000,10.720000,5603400
2021-02-08,10.850000,11.570000,10.720000,11.340000,11.340000,6616600
2021-02-09,11.250000,12.390000,11.030000,11.890000,11.890000,8279700
2021-02-10,12.260000,12.500000,11.050000,11.420000,11.420000,5766600
2021-02-11,11.600000,11.820000,10.720000,11.150000,11.150000,4502300
2021-02-12,10.910000,11.140000,10.590000,10.780000,10.780000,3697100
2021-02-16,10.830000,10.960000,10.280000,10.300000,10.300000,4191200
2021-02-17,10.190000,10.260000,9.600000,9.930000,9.930000,4883800
2021-02-18,9.600000,10.170000,9.240000,9.410000,9.410000,6957800
2021-02-19,9.580000,9.700000,9.260000,9.340000,9.340000,3231700
2021-02-22,9.150000,9.540000,9.020000,9.060000,9.060000,3390900
2021-02-23,8.920000,8.980000,8.100000,8.800000,8.800000,7923800
2021-02-24,8.810000,9.700000,8.660000,9.090000,9.090000,7481400
2021-02-25,9.380000,9.440000,8.660000,8.820000,8.820000,5120800
2021-02-26,8.840000,9.070000,8.400000,8.620000,8.620000,3480000
2021-03-01,8.960000,9.540000,8.660000,9.150000,9.150000,5887100
2021-03-02,9.100000,9.810000,8.950000,9.170000,9.170000,4769700
2021-03-03,9.190000,9.400000,8.460000,8.510000,8.510000,4458300
2021-03-04,8.500000,8.610000,7.570000,8.070000,8.070000,6414800
2021-03-05,8.210000,8.210000,6.920000,7.600000,7.600000,5678500
2021-03-08,7.660000,7.860000,7.400000,7.620000,7.620000,3384400
2021-03-09,7.920000,9.090000,7.810000,8.620000,8.620000,10502700
2021-03-10,8.780000,9.750000,8.470000,9.200000,9.200000,11076200
2021-03-11,9.300000,10.120000,9.280000,9.530000,9.530000,10095900
2021-03-12,9.240000,10.040000,9.080000,9.770000,9.770000,5914200
2021-03-15,9.790000,10.540000,9.330000,9.530000,9.530000,8694100
2021-03-16,9.570000,9.650000,8.710000,8.750000,8.750000,9288200
2021-03-17,8.200000,8.480000,7.820000,8.480000,8.480000,10307800
2021-03-18,8.360000,8.590000,8.000000,8.040000,8.040000,4361700
2021-03-19,8.050000,8.400000,7.910000,8.320000,8.320000,3845700
2021-03-22,8.380000,8.440000,8.100000,8.240000,8.240000,3704000
2021-03-23,8.280000,8.370000,7.960000,8.090000,8.090000,2688100
2021-03-24,8.200000,8.340000,7.640000,7.650000,7.650000,4239600
2021-03-25,7.500000,8.300000,7.460000,8.100000,8.100000,5365700
2021-03-26,8.200000,8.440000,8.020000,8.310000,8.310000,3385500
2021-03-29,8.190000,8.300000,7.910000,7.960000,7.960000,2057700
2021-03-30,7.970000,8.090000,7.680000,8.050000,8.050000,2276600
2021-03-31,8.090000,8.180000,7.790000,7.870000,7.870000,2783500
2021-04-01,8.000000,8.500000,7.870000,8.290000,8.290000,4892500
2021-04-05,8.360000,8.590000,8.160000,8.340000,8.340000,2053200
2021-04-06,8.410000,8.580000,8.270000,8.310000,8.310000,1422900
2021-04-07,8.310000,8.410000,7.970000,8.030000,8.030000,1883700
2021-04-08,8.080000,8.090000,7.850000,7.940000,7.940000,2121700
2021-04-09,7.900000,8.070000,7.820000,8.040000,8.040000,1245762
